200nm,210nm,220nm,230nm,240nm,250nm,260nm,270nm,280nm,290nm,300nm,310nm,320nm,330nm,340nm,350nm,360nm,370nm,380nm,390nm,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,Class
0.7078210044791098,0.789624971274369,0.8408064523956901,0.5842498757108443,0.8906348601216044,0.9522589651901249,1.0,0.9612346496426859,0.9542992625697082,0.9711034182455561,0.7220514963265471,0.9223656253692014,0.9153213458260224,0.7233028257483641,0.6752828998942777,0.5681519648399669,0.19635316885859638,0.19045450316437978,0.07569361296716656,0.024294507841266466,0.14469100864121004,0.05065459958030394,0.04681404292404758,0.005788515791615469,0.03337397208122458,0.059192359908566416,0.017774381022475107,0.029967059960988245,0.05620496483478072,0.04655437075135907,0.04498914270370089,0.08938402983725406,0.04458028313727112,0.06664415041142974,0.1207831681540962,0.055287247283861404,0.08851214664435256,0.049966616148150594,0.16521634940211774,0.47548960737069806,0.16138693254491504,0.5892336252163518,0.10464643966967432,0.30783238948477376,0.3670996371870756,0.0717055717096801,0.13177631676078339,0.5859405999091423,0.15254910215871054,0.19051755194602388,0.6361146747063399,0
0.5426057933527042,0.895577802099652,0.8430263547154939,0.5588709504882949,0.9042207845181273,0.9744772812499967,0.6915347714055698,0.9462819302382074,0.9793236430575875,0.9581335925292875,0.7176004028990431,0.9628650868255907,0.9493233927222203,0.7395330350775617,0.8721304536297732,0.40408404846023127,0.378210056634207,0.10870145214414403,0.1618450510796272,0.056839914538709416,0.10612323480333989,0.014804180479401866,0.03761382459023551,0.039200645197769675,0.06787517205607616,0.09704928355030912,0.056387756987512985,0.028766540695418064,0.04836573812233333,0.025872238532999428,0.05985977926358491,0.05377612874067139,0.0595799202316074,0.11517757382729898,0.10399902001723363,0.043124083637256894,0.11274089215058641,0.21356747907526863,0.20783443882902541,0.3940129899021262,0.07731328600659101,0.5016769920199338,0.13890847555609617,0.301360294942197,0.44513260829658213,0.08678406875483967,0.1689535532192315,0.17028115681964084,0.08356099678400974,0.48020617483826394,0.3962536750313303,0
0.4899611080551082,0.7524001096223394,0.8152437213755108,0.49248488987031636,0.8763549216440926,0.9544317710190583,0.6767547913598693,0.9358256316931989,0.9781286290866592,0.9787116088644929,0.7223661855632718,0.9315754378011153,0.9494440766973853,0.7466006921947129,0.8471436691760184,0.8489745532203659,0.45642246693979904,0.042791973678796544,0.08309577076134056,0.0888183149279015,0.04978210473969642,0.03691991267862277,0.04140435351224907,0.07496784689768642,0.04480855541025566,0.061576504258565604,0.05486555391631552,0.032547997917357734,0.06773498866322802,0.029937617591884354,0.07111232291764477,0.059910923838529334,0.018440038973766504,0.07698055585482895,0.12314529962774762,0.14554211994382363,0.055587982950044246,0.19903930236966408,0.3006382979010908,0.5314581245067366,0.181468006296998,0.5712756629955147,0.15545443130591075,0.5944287397261158,0.5801258257176314,0.0480704189303154,0.10890055535555031,0.531380657807295,0.04855504790407973,0.4789748411199951,0.7392220899525909,0
0.6433134984781048,0.8141072174316104,0.800810925304638,0.5657105572953782,0.10359786785983449,0.9742483567154832,0.7032480076038828,0.9194078486476047,0.9793827891691592,0.9459645814702795,0.7128873664415978,0.8641055817593699,0.8794810437944428,0.8146382139092483,0.7870493169613317,0.5791951691811802,0.1876489059653314,0.22667855022834804,0.17071384969391615,0.09899948437087797,0.030557020590072856,0.12822962124700008,0.048912384187590904,0.05387399920810101,0.011514187767124533,0.05644047882991147,0.05265648148437538,0.022020827432772366,0.08321370502244342,0.07577318316038177,0.5137994200360341,0.06859508578044704,0.05442188334977681,0.09563753819669082,0.03376284159348626,0.1887522183325458,0.09517062486316182,0.06553073853662358,0.2892450875313418,0.49285556192660207,0.15226477397148813,0.5384486107553209,0.1227273771860714,0.8983876275362307,0.749730797851002,0.06420404293360737,0.12627962884483176,0.3841440627593416,0.046603914832634416,0.255141867646568,0.3395095370021509,0
0.5133392446552177,0.8803357428775664,0.7894890461082433,0.5533387981658925,0.8853955299243937,0.9689188220900354,0.7108760884534783,0.9371561199734807,0.9598466812558591,0.9541772076586958,0.7519395741213818,0.9231328948920641,0.8818981558191052,0.787194860290463,0.8076770300466121,0.5425568881769516,0.25262962824723645,0.1801669692908974,0.11604231751798122,0.1158793249672295,0.0839156918915673,0.051311419020070075,0.052189775341891155,0.0956155081726969,0.027800382635298257,0.09995808184726286,0.017047915560227108,0.02771011212405884,0.06099590418529759,0.03694511835061286,0.06941167341675993,0.06340439356512294,0.03329289269111978,0.038116959204983376,0.07560361528330269,0.12249917165753918,0.08117548136577465,0.2895439865409649,0.5380540065087563,0.5043986758790571,0.15467199194216638,0.5852950455780759,0.15558208381127842,0.5109900237424951,0.6488659867003438,0.1543000518745149,0.15951512021541428,0.35655017382099496,0.15774696536367,0.634891024961245,0.6631479570167785,0
0.8134790560856658,0.7618448874096984,0.7847822732713818,0.48986237353871037,0.9356501270087669,0.9294220637281282,0.709602764253511,0.9309918966901894,0.9811175314391156,0.9617092054702141,0.7038400721599458,0.9084330064060498,0.9525117190720724,0.8363425767291934,0.8124244311708828,0.385006749472673,0.40616443811806346,0.2923945232328138,0.20785790253351644,0.05682483592582594,0.10782245542908409,0.0729394119423705,0.004687374338209774,0.045083185458317354,0.07039289191711673,0.07389012618810026,0.01866251214826177,0.010919461369889475,0.08171788441885226,0.06352263807452266,0.013964317539643736,0.0,0.04305917692721978,0.07953151672837369,0.08003020026486071,0.09529438568154863,0.1159793745214889,0.231990552104185,0.34762960869745224,0.2704513603101051,0.0,0.7509744271803631,0.19396992381752917,0.29770867536279993,0.5856488136558065,0.1058160369304361,0.21794009006887027,0.5568993512634668,0.1602668872227048,0.46925654235427505,0.5958944889225808,0
0.11209381133231613,0.7020048279077832,0.790017009326213,0.5107920392123064,0.851172136964018,0.9421314774027892,0.6758173534329026,0.9445753391352558,0.9649383378826999,0.9283570057025222,0.678777994381597,0.8985426957189642,0.8343061476729844,0.8019858359121294,0.6669021816316356,0.3008549033220336,0.1384897034045548,0.0,0.14681476103479918,0.05624140245101766,0.07934412871303366,0.04011994470588555,0.03813665021064673,0.041452144899554746,0.008245641149736471,0.0,0.0,0.006553819535250981,0.0,0.05267029815756154,0.0,0.040544595353988445,0.014277384041073812,0.07329914785595812,0.033679571162926324,0.07193484201368779,0.025370983134260797,0.07663683837812432,0.08860421160366672,0.5058337354506695,0.10345217746263238,0.40865814456038896,0.03105176939696165,0.05527694733006833,0.2899564091372782,0.04320833912068804,0.05716054832287849,0.48763361410121087,0.04108467227581783,0.1578371161155791,0.21678424875383806,0
0.47026095220940844,0.6531940640534152,0.843166008599169,0.5335954562729696,0.9200569191153275,0.9774017466467743,0.6903106209459541,0.9292854314034387,0.9643911219336644,0.9852040225559041,0.722283893028,0.9418283452313718,0.906551413063399,0.8805514050107999,0.7625180223054322,0.758087983143523,0.25205666058527976,0.12439796811583838,0.12751403096709762,0.09591150921672409,0.15987223594587144,0.06758164242657515,0.05013535090216443,0.07973687734870287,0.05962269792069591,0.04220877114921912,0.07367510613383339,0.012811377936185177,0.05531356325563552,0.036334882893944945,0.038708176330134736,0.05787143491945554,0.03868249880597582,0.0,0.08112236107168036,0.0900252712428854,0.11274783346892917,0.17316146523521084,0.6072913478280517,0.6353363915605661,0.11699874453475465,0.7554047226188692,0.12998843212690311,0.43828450939821795,0.6556389426186301,0.09698281297852095,0.1600543408650955,0.5455632490413744,0.23906119093877315,0.49923968151030984,0.517538288975978,0
0.9999999999999999,0.7985916653406162,0.9999999999999999,0.6137587988532831,1.0,0.9999999999999999,0.7149593840416122,0.9706204830179467,0.9720234194725741,0.9824765203707181,0.7290306948654163,1.0,0.8954053835880823,1.0,0.824977351384619,0.9996765726727913,0.3658557698125303,0.32689586863162357,0.17708850533787918,0.2251811447376447,0.1587911515158964,0.14798442582468788,0.09553351956266815,0.09425027271250486,0.10204297534936524,0.08609875125401016,0.05583240385088054,0.032409297683242196,0.10182265433148016,0.07663742353425643,0.05047003667311673,0.0996884548888379,0.05980906049875577,0.11437272463330243,0.15612073107698962,0.16187385209647032,0.15051208656982482,0.5589401146125139,0.48358393247343845,0.5527045562810502,0.211704877713455,0.7403241274606118,0.18276406998658706,0.9063979009013176,0.781901701332357,0.1570330705490625,0.2321749935452715,0.9963411878760793,0.21530237929402085,0.7616863652337806,0.998733612481866,0
0.7030100481774453,0.7169658763533251,0.7762705583803511,0.5136423775238987,0.9176340207883804,0.9875470901120774,0.6912929653998016,0.9501729083558719,0.9480895104297377,0.9506179223961276,0.7114438360696127,0.8810684483758031,0.8936144175881082,0.8006036181442074,1.0,0.8033942288383478,0.3333342356700447,0.3064164546263892,0.19273187108859416,0.0,0.13113345735903748,0.07974709574211247,0.03738742983486712,0.006022184064231412,0.05949315865884179,0.00994047469851183,0.04296058654701306,0.01469609591570567,0.04413459772112153,0.07372600496858542,0.05551063131573434,0.05456881595523682,0.06681402632661207,0.09552479980212643,0.10728907665377531,0.15593827765429796,0.10119380059430769,0.24808339342100505,0.5208588632256494,0.6147119324069746,0.12896331347750467,0.40559932911718855,0.1344731627666681,0.43398828795263744,0.7702797675216173,0.12746979656481025,0.18118664783288657,0.40558855063493293,0.09081950446543013,0.43039717443008135,0.6593982550854872,0
